%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1588238573470243029,7158,1588238573469283103,/gps,0,1,35.6789010217,128.446501037,52.918,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238573601873635,7159,1588238573601350069,/gps,0,1,35.6789167367,128.446498185,52.897,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238573723361503,7160,1588238573721843957,/gps,0,1,35.6789325067,128.446495533,52.867,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238573854753522,7161,1588238573850924015,/gps,0,1,35.6789482067,128.446493003,52.902,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238573939994416,7162,1588238573938921928,/gps,0,1,35.6789640233,128.446490823,52.898,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238574074829096,7163,1588238574073040008,/gps,0,1,35.678979635,128.446489002,52.854,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238574202553536,7164,1588238574202142953,/gps,0,1,35.6789953467,128.446487348,52.874,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238574325413906,7165,1588238574324908018,/gps,0,1,35.6790111867,128.446485988,52.869,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238574460924090,7166,1588238574460361003,/gps,0,1,35.679026885,128.446484828,52.85,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238574583473525,7167,1588238574582776069,/gps,0,1,35.6790426667,128.446483757,52.832,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238574711575488,7168,1588238574711030006,/gps,0,1,35.6790583067,128.446482938,52.788,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238574840523038,7169,1588238574839960098,/gps,0,1,35.67907392,128.446482098,52.797,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238574968033686,7170,1588238574966589927,/gps,0,1,35.67908966,128.446481477,52.782,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238575097491510,7171,1588238575096693038,/gps,0,1,35.67910536,128.44648113,52.761,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238575225611344,7172,1588238575224687099,/gps,0,1,35.6791210133,128.446480667,52.746,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238575322983961,7173,1588238575322418928,/gps,0,1,35.679136705,128.446480503,52.738,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238575443292450,7174,1588238575443037033,/gps,0,1,35.6791524,128.446480393,52.724,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238575573401468,7175,1588238575572058916,/gps,0,1,35.679168115,128.446480515,52.695,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238575702749882,7176,1588238575702337980,/gps,0,1,35.6791837133,128.446480727,52.67,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238575833336645,7177,1588238575831342935,/gps,0,1,35.6791994317,128.44648114,52.652,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238575960868506,7178,1588238575960309982,/gps,0,1,35.6792151417,128.446481663,52.652,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238576088769625,7179,1588238576088320970,/gps,0,1,35.6792308333,128.446482268,52.624,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238576218594729,7180,1588238576217927932,/gps,0,1,35.6792465,128.44648304,52.61,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238576344056329,7181,1588238576343699932,/gps,0,1,35.67926219,128.44648388,52.603,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238576471810929,7182,1588238576471271991,/gps,0,1,35.6792779117,128.446484743,52.587,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238576562569893,7183,1588238576562014102,/gps,0,1,35.6792936267,128.446485678,52.583,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238576699070817,7184,1588238576696867942,/gps,0,1,35.6793093517,128.446486658,52.587,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238576821475969,7185,1588238576821034908,/gps,0,1,35.6793250733,128.446487777,52.542,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238576948512468,7186,1588238576947293996,/gps,0,1,35.679340845,128.44648886,52.543,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238577075624267,7187,1588238577075243949,/gps,0,1,35.6793565433,128.446489972,52.515,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238577205898524,7188,1588238577205419063,/gps,0,1,35.6793722917,128.44649098,52.515,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238577339490247,7189,1588238577338103055,/gps,0,1,35.6793880783,128.446491923,52.513,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238577465711995,7190,1588238577465264081,/gps,0,1,35.6794038883,128.446492902,52.498,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238577599541574,7191,1588238577596884965,/gps,0,1,35.6794196817,128.446493828,52.485,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238577721112475,7192,1588238577718658924,/gps,0,1,35.679435465,128.44649486,52.447,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238577808420645,7193,1588238577807286977,/gps,0,1,35.6794512083,128.446495778,52.46,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238577937065040,7194,1588238577936255931,/gps,0,1,35.6794669283,128.446496637,52.434,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238578064858294,7195,1588238578064322948,/gps,0,1,35.6794826717,128.446497542,52.462,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238578200928640,7196,1588238578199379920,/gps,0,1,35.6794983683,128.446498395,52.43,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238578325595720,7197,1588238578325086116,/gps,0,1,35.679513895,128.446499352,52.451,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238578454621784,7198,1588238578453497886,/gps,0,1,35.67952965,128.446500065,52.432,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238578581372536,7199,1588238578580854892,/gps,0,1,35.6795451967,128.446500912,52.421,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238578707957983,7200,1588238578707551002,/gps,0,1,35.6795607583,128.446501778,52.409,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238578837390077,7201,1588238578836361885,/gps,0,1,35.6795762617,128.446502778,52.402,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238578966478087,7202,1588238578965554952,/gps,0,1,35.679591805,128.446503797,52.39,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238579096246756,7203,1588238579094528913,/gps,0,1,35.6796073383,128.446504822,52.374,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238579223800349,7204,1588238579223004102,/gps,0,1,35.6796229133,128.446505815,52.36,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238579352717719,7205,1588238579352154970,/gps,0,1,35.67963846,128.44650675,52.356,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238579441534507,7206,1588238579441303968,/gps,0,1,35.6796539633,128.446507708,52.332,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238579570419251,7207,1588238579569463968,/gps,0,1,35.67966955,128.446508545,52.323,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238579701699743,7208,1588238579701138973,/gps,0,1,35.6796851083,128.446509412,52.312,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238579833073264,7209,1588238579830323934,/gps,0,1,35.67970069,128.446510285,52.298,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238579960671481,7210,1588238579957397937,/gps,0,1,35.6797162583,128.44651109,52.288,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238580084814391,7211,1588238580084502935,/gps,0,1,35.6797318717,128.446511852,52.273,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238580218483201,7212,1588238580217650890,/gps,0,1,35.6797474133,128.44651259,52.264,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238580342830950,7213,1588238580342457056,/gps,0,1,35.6797630167,128.446513335,52.259,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238580470325310,7214,1588238580468914031,/gps,0,1,35.6797786883,128.446513982,52.245,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238580600955044,7215,1588238580598463058,/gps,0,1,35.67979425,128.446514733,52.219,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238580696559984,7216,1588238580695147037,/gps,0,1,35.6798098967,128.44651552,52.203,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238580821132152,7217,1588238580820885896,/gps,0,1,35.67982549,128.446516307,52.192,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238580948607025,7218,1588238580946719884,/gps,0,1,35.6798411117,128.446517168,52.164,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238581075422785,7219,1588238581074659109,/gps,0,1,35.6798566817,128.446517952,52.159,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238581205476327,7220,1588238581204458951,/gps,0,1,35.6798723433,128.446518728,52.12,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238581333373089,7221,1588238581331594944,/gps,0,1,35.6798878767,128.446519695,52.108,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238581460701185,7222,1588238581460340023,/gps,0,1,35.6799034383,128.446520623,52.087,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238581589687859,7223,1588238581589202880,/gps,0,1,35.67991895,128.446521653,52.086,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238581717543563,7224,1588238581716784000,/gps,0,1,35.6799346083,128.446522612,52.087,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238581845511336,7225,1588238581845026969,/gps,0,1,35.6799501767,128.446523523,52.065,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238581939989775,7226,1588238581939446926,/gps,0,1,35.6799656967,128.446524485,52.049,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238582072104100,7227,1588238582068830013,/gps,0,1,35.67998117,128.446525358,52.036,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238582195302666,7228,1588238582194216966,/gps,0,1,35.6799966417,128.446526302,52.045,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238582330987900,7229,1588238582327634096,/gps,0,1,35.6800120867,128.44652729,52.024,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238582451363724,7230,1588238582450642108,/gps,0,1,35.6800274533,128.446528245,52.018,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238582587889597,7231,1588238582586467981,/gps,0,1,35.6800428333,128.446529202,52.008,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238582707064834,7232,1588238582706490039,/gps,0,1,35.6800581483,128.446530102,51.995,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238582837545220,7233,1588238582836709976,/gps,0,1,35.68007337,128.446531007,51.989,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238582964397906,7234,1588238582963835000,/gps,0,1,35.6800886,128.446531858,51.98,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238583098660329,7235,1588238583092314004,/gps,0,1,35.6801037833,128.446532763,51.97,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238583223613529,7236,1588238583222861051,/gps,0,1,35.68011887,128.446533638,51.961,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238583349675302,7237,1588238583349169015,/gps,0,1,35.6801339833,128.446534478,51.949,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238583440379290,7238,1588238583440033912,/gps,0,1,35.6801490117,128.446535358,51.938,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238583568837580,7239,1588238583568547964,/gps,0,1,35.680164025,128.446536173,51.93,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238583702670884,7240,1588238583702250003,/gps,0,1,35.680179035,128.446536995,51.909,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238583825521277,7241,1588238583824809074,/gps,0,1,35.6801938983,128.446537762,51.905,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238583957122489,7242,1588238583956450939,/gps,0,1,35.6802087783,128.4465386,51.887,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238584082418674,7243,1588238584082034111,/gps,0,1,35.6802236,128.446539447,51.89,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238584212258207,7244,1588238584211549043,/gps,0,1,35.6802383817,128.446540317,51.884,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238584338826280,7245,1588238584338313102,/gps,0,1,35.6802531067,128.446541133,51.879,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238584468328214,7246,1588238584467961072,/gps,0,1,35.6802678317,128.446541975,51.869,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238584600141456,7247,1588238584599565029,/gps,0,1,35.6802824567,128.446542808,51.865,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238584687288157,7248,1588238584686947107,/gps,0,1,35.6802970867,128.446543613,51.856,0.2916,0.0,0.0,0.0,0.2916,0.0,0.0,0.0,1.1664,1
1588238584818594081,7249,1588238584817882061,/gps,0,1,35.680311565,128.446544467,51.848,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238584944440746,7250,1588238584943756103,/gps,0,1,35.680325995,128.446545297,51.847,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238585074363034,7251,1588238585072278022,/gps,0,1,35.68034034,128.446546102,51.843,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238585202180586,7252,1588238585201870918,/gps,0,1,35.6803545767,128.446546968,51.841,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238585337096512,7253,1588238585334861040,/gps,0,1,35.6803686917,128.446547737,51.836,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238585462205833,7254,1588238585461534976,/gps,0,1,35.6803827033,128.446548535,51.829,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238585588824674,7255,1588238585587559938,/gps,0,1,35.680396555,128.446549328,51.823,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238585715823969,7256,1588238585715432882,/gps,0,1,35.680410295,128.446550063,51.823,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238585845785613,7257,1588238585843791961,/gps,0,1,35.6804239417,128.446550892,51.821,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238585974448228,7258,1588238585972966909,/gps,0,1,35.6804375217,128.446551672,51.831,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238586101187948,7259,1588238586100773096,/gps,0,1,35.6804510483,128.446552478,51.822,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238586230799540,7260,1588238586230209112,/gps,0,1,35.6804644517,128.446553285,51.816,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238586321533665,7261,1588238586320593118,/gps,0,1,35.680477765,128.44655408,51.806,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238586449462977,7262,1588238586449130058,/gps,0,1,35.6804909783,128.446554867,51.798,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238586579412840,7263,1588238586578748941,/gps,0,1,35.68050416,128.446555823,51.799,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238586707868742,7264,1588238586706811904,/gps,0,1,35.6805172567,128.446556867,51.797,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238586838479302,7265,1588238586837932109,/gps,0,1,35.6805302533,128.446558115,51.793,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238586964612211,7266,1588238586962707042,/gps,0,1,35.6805432383,128.44655947,51.79,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238587092217216,7267,1588238587091356039,/gps,0,1,35.6805560983,128.446561057,51.788,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238587222023534,7268,1588238587221369028,/gps,0,1,35.680568905,128.446562823,51.773,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238587348251313,7269,1588238587347666978,/gps,0,1,35.6805816017,128.4465647,51.762,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238587478391650,7270,1588238587477217912,/gps,0,1,35.6805942283,128.446566792,51.765,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238587605384371,7271,1588238587604981899,/gps,0,1,35.6806068717,128.446568968,51.747,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238587702567767,7272,1588238587702215909,/gps,0,1,35.6806193033,128.446571335,51.741,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238587828541632,7273,1588238587828088998,/gps,0,1,35.6806317183,128.446573812,51.726,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238587957805447,7274,1588238587957281112,/gps,0,1,35.680644085,128.446576405,51.721,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238588082211608,7275,1588238588081572055,/gps,0,1,35.680656295,128.446579205,51.722,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238588215898274,7276,1588238588214103937,/gps,0,1,35.680668475,128.446582025,51.722,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238588340206021,7277,1588238588339762926,/gps,0,1,35.6806806967,128.446585043,51.728,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238588468327155,7278,1588238588467986106,/gps,0,1,35.6806928983,128.44658801,51.719,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238588600113831,7279,1588238588598643064,/gps,0,1,35.6807049333,128.44659096,51.702,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238588723490117,7280,1588238588723119020,/gps,0,1,35.6807169533,128.446593845,51.679,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238588820815855,7281,1588238588817502021,/gps,0,1,35.6807290233,128.446596678,51.667,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238588981552709,7282,1588238588980782032,/gps,0,1,35.680741145,128.446599345,51.653,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238589077623010,7283,1588238589075659036,/gps,0,1,35.6807532983,128.446601792,51.636,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238589201939440,7284,1588238589201540946,/gps,0,1,35.6807655067,128.446604262,51.634,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238589335035442,7285,1588238589332784891,/gps,0,1,35.6807777417,128.446606542,51.619,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238589463704806,7286,1588238589460921049,/gps,0,1,35.6807900767,128.446608847,51.619,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238589586274747,7287,1588238589585866928,/gps,0,1,35.68080248,128.446610998,51.618,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238589715176341,7288,1588238589714514017,/gps,0,1,35.680814925,128.446613,51.606,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238589842429424,7289,1588238589842118024,/gps,0,1,35.680827405,128.446614965,51.601,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238589970705055,7290,1588238589970303058,/gps,0,1,35.6808399483,128.446616737,51.586,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238590100443652,7291,1588238590099606990,/gps,0,1,35.6808525917,128.446618555,51.58,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238590233454319,7292,1588238590232186079,/gps,0,1,35.6808652383,128.446620235,51.577,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238590318561536,7293,1588238590318154096,/gps,0,1,35.6808779417,128.446621843,51.561,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238590485861628,7294,1588238590485337972,/gps,0,1,35.6808907317,128.4466234,51.557,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238590580404616,7295,1588238590579524040,/gps,0,1,35.68090358,128.446624898,51.562,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238590703398204,7296,1588238590702970027,/gps,0,1,35.68091647,128.446626358,51.56,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238590838558074,7297,1588238590837114095,/gps,0,1,35.680929415,128.446627675,51.543,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238590961341472,7298,1588238590961019039,/gps,0,1,35.6809424417,128.446629138,51.558,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238591090317815,7299,1588238591089947938,/gps,0,1,35.68095552,128.446630352,51.526,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238591221981171,7300,1588238591220356941,/gps,0,1,35.6809686483,128.446631728,51.529,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238591346905435,7301,1588238591345944881,/gps,0,1,35.68098181,128.446633095,51.509,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238591476736007,7302,1588238591476356029,/gps,0,1,35.6809950067,128.446634332,51.525,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238591569826860,7303,1588238591569339990,/gps,0,1,35.6810082317,128.44663555,51.523,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238591733078544,7304,1588238591732120990,/gps,0,1,35.68102153,128.446636703,51.538,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238591824712428,7305,1588238591823616981,/gps,0,1,35.681034855,128.446637747,51.539,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238591951819841,7306,1588238591951087951,/gps,0,1,35.6810481267,128.446638788,51.533,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238592079123598,7307,1588238592078821897,/gps,0,1,35.6810614,128.446639742,51.539,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238592215579738,7308,1588238592215081930,/gps,0,1,35.6810746567,128.446640643,51.543,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238592344051169,7309,1588238592343380928,/gps,0,1,35.6810879483,128.446641485,51.549,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238592466512099,7310,1588238592465989112,/gps,0,1,35.6811011867,128.446642352,51.553,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238592600532395,7311,1588238592597605943,/gps,0,1,35.6811144067,128.446643205,51.558,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238592723953434,7312,1588238592723467111,/gps,0,1,35.6811276217,128.446644022,51.566,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238592850294101,7313,1588238592849890947,/gps,0,1,35.6811408517,128.44664478,51.569,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238592981139938,7314,1588238592978651046,/gps,0,1,35.681154065,128.446645597,51.569,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238593108176283,7315,1588238593107676029,/gps,0,1,35.6811671617,128.446646397,51.561,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238593238734122,7316,1588238593236694097,/gps,0,1,35.6811802633,128.446647192,51.555,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238593331475136,7317,1588238593329500913,/gps,0,1,35.681193355,128.446647987,51.562,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238593463946727,7318,1588238593460942029,/gps,0,1,35.6812063267,128.446648767,51.556,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238593587497355,7319,1588238593586960077,/gps,0,1,35.6812191833,128.446649558,51.553,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
1588238593713423520,7320,1588238593712793111,/gps,0,1,35.6812318433,128.446650347,51.552,0.2809,0.0,0.0,0.0,0.2809,0.0,0.0,0.0,1.1236,1
